week_day,title,k_calories,category
66,Picadinho suíno,748,Carne
66,Salada marroquina,13,Acompanhamento
66,Mandioquinha com manjericão,101,Acompanhamento
66,Macarrão integral à mineira *glúten,241,Acompanhamento
66,Vinagrete simples,8,Acompanhamento
66,Pepino salada com casca,4,Acompanhamento
66,Polenta cremosa,136,Acompanhamento
66,Beterraba ralada,11,Acompanhamento
66,Barra de cereal *glúten*lactose,110,Sobremesa
67,Frango assado,267,Carne
67,Dobradinha,297,Carne
67,Salada de repolho,6,Acompanhamento
67,Omelete com tomate,78,Acompanhamento
67,Batata palha,320,Acompanhamento
67,Torta de aipim *lactose,171,Acompanhamento
67,Refogado de espinafre com repolho e cenoura,32,Acompanhamento
67,Macarrão integral à mineira *glúten,241,Acompanhamento
67,Gelatina,57,Sobremesa
68,Tilápia ao molho de tomate,277,Carne
68,Bife ao molho escuro,330,Carne
68,Torta de aipim *lactose,171,Acompanhamento
68,Rúcula com semente de girassol,40,Acompanhamento
68,Beterraba cubada,50,Acompanhamento
68,Macarrão integral à mineira *glúten,241,Acompanhamento
68,Vagem soutê,82,Acompanhamento
68,Acelga,9,Acompanhamento
68,Batata palha,320,Acompanhamento
68,Salada de repolho,6,Acompanhamento
68,Barra de cereal *glúten*lactose,110,Sobremesa
69,Lombo suíno com molho barbecue,374,Carne
69,Picadinho suíno,748,Carne
69,Brócolis conserva,20,Acompanhamento
69,Salada italiana,9,Acompanhamento
69,Pimentão colorido,27,Acompanhamento
69,Alface,5,Acompanhamento
69,Omelete com tomate,78,Acompanhamento
69,Salada de repolho,6,Acompanhamento
69,Vagem conserva,147,Acompanhamento
69,Manjar de coco com calda de mirtilos *lactose,119,Sobremesa
70,Bife ao molho escuro,330,Carne
70,Filezinho de frango ao molho rosê *glúten*lactose,218,Carne
70,Rúcula com semente de girassol,40,Acompanhamento
70,Agrião,8,Acompanhamento
70,Polenta cremosa,136,Acompanhamento
70,Mandioquinha com manjericão,101,Acompanhamento
70,Beterraba ralada,11,Acompanhamento
70,Abóbora soutê,42,Acompanhamento
70,Chucrute conserva,26,Acompanhamento
70,Pudim brigadeiro *lactose,172,Sobremesa
71,Tilápia ao molho de tomate,277,Carne
71,Picadinho suíno,748,Carne
71,Acelga,9,Acompanhamento
71,Beterraba ralada,11,Acompanhamento
71,Chuchu refogado,18,Acompanhamento
71,Salada de tomate,33,Acompanhamento
71,Agrião,8,Acompanhamento
71,Ovo,141,Acompanhamento
71,Mandioquinha com manjericão,101,Acompanhamento
71,Pudim brigadeiro *lactose,172,Sobremesa
72,Bife à cigana,266,Carne
72,Bife de frango acebolado,257,Carne
72,Salada multicor,8,Acompanhamento
72,Chuchu refogado,18,Acompanhamento
72,Vagem conserva,147,Acompanhamento
72,Alface,5,Acompanhamento
72,Ovo,141,Acompanhamento
72,Abóbora soutê,42,Acompanhamento
72,Beterraba cubada,50,Acompanhamento
72,Pudim brigadeiro *lactose,172,Sobremesa
73,Frango na cerveja *glúten,303,Carne
73,Filezinho de frango ao molho rosê *glúten*lactose,218,Carne
73,Vagem soutê,82,Acompanhamento
73,Macarrão integral à mineira *glúten,241,Acompanhamento
73,Alface,5,Acompanhamento
73,Salada multicor,8,Acompanhamento
73,Agrião,8,Acompanhamento
73,Abóbora soutê,42,Acompanhamento
73,Alface,5,Acompanhamento
73,Barra de cereal *glúten*lactose,110,Sobremesa
74,Filezinho de frango ao molho rosê *glúten*lactose,218,Carne
74,Tilápia ao molho de tomate,277,Carne
74,Rúcula com semente de girassol,40,Acompanhamento
74,Beterraba cubada,50,Acompanhamento
74,Ovo,141,Acompanhamento
74,Vagem soutê,82,Acompanhamento
74,Pepino salada com casca,4,Acompanhamento
74,Salada de repolho,6,Acompanhamento
74,Salada verão,6,Acompanhamento
74,Creme de tapioca *glúten*lactose,61,Sobremesa
75,Frango na cerveja *glúten,303,Carne
75,Dobradinha,297,Carne
75,Polenta cremosa,136,Acompanhamento
75,Alface,5,Acompanhamento
75,Torta de aipim *lactose,171,Acompanhamento
75,Salada marroquina,13,Acompanhamento
75,Salada japonesa,33,Acompanhamento
75,Pepino salada com casca,4,Acompanhamento
75,Vagem conserva,147,Acompanhamento
75,Salada italiana,9,Acompanhamento
75,Manjar de coco com calda de mirtilos *lactose,119,Sobremesa
76,Picadinho suíno,748,Carne
76,Dobradinha,297,Carne
76,Alface,5,Acompanhamento
76,Polenta cremosa,136,Acompanhamento
76,Salada de tomate,33,Acompanhamento
76,Omelete com tomate,78,Acompanhamento
76,Vagem soutê,82,Acompanhamento
76,Salada de cenoura cozida,38,Acompanhamento
76,Salada italiana,9,Acompanhamento
76,Cenoura ralada,50,Acompanhamento
76,Manjar de coco com calda de mirtilos *lactose,119,Sobremesa
77,Dobradinha,297,Carne
77,Bife de frango acebolado,257,Carne
77,Salada marroquina,13,Acompanhamento
77,Salada japonesa,33,Acompanhamento
77,Pimentão colorido,27,Acompanhamento
77,Polenta cremosa,136,Acompanhamento
77,Mandioquinha com manjericão,101,Acompanhamento
77,Alface,5,Acompanhamento
77,Brócolis conserva,20,Acompanhamento
77,Macarrão integral à mineira *glúten,241,Acompanhamento
77,Pudim brigadeiro *lactose,172,Sobremesa
78,Bife à cigana,266,Carne
78,Filezinho de frango ao molho rosê *glúten*lactose,218,Carne
78,Torta de aipim *lactose,171,Acompanhamento
78,Almeirão,6,Acompanhamento
78,Alface,5,Acompanhamento
78,Salada marroquina,13,Acompanhamento
78,Beterraba cubada,50,Acompanhamento
78,Salada de tomate,33,Acompanhamento
78,Pudim brigadeiro *lactose,172,Sobremesa
79,Bife à cigana,266,Carne
79,Bife ao molho escuro,330,Carne
79,Legumes refogados com alecrim,76,Acompanhamento
79,Omelete com tomate,78,Acompanhamento
79,Alface,5,Acompanhamento
79,Ovo,141,Acompanhamento
79,Salada de tomate,33,Acompanhamento
79,Chucrute conserva,26,Acompanhamento
79,Salada japonesa,33,Acompanhamento
79,Gelatina,57,Sobremesa
80,Bife ao molho escuro,330,Carne
80,Tilápia ao molho de tomate,277,Carne
80,Vagem soutê,82,Acompanhamento
80,Alface,5,Acompanhamento
80,Pimentão colorido,27,Acompanhamento
80,Torta de aipim *lactose,171,Acompanhamento
80,Refogado de espinafre com repolho e cenoura,32,Acompanhamento
80,Salada de repolho,6,Acompanhamento
80,Pudim brigadeiro *lactose,172,Sobremesa
81,Bife à cigana,266,Carne
81,Frango assado,267,Carne
81,Omelete com tomate,78,Acompanhamento
81,Acelga,9,Acompanhamento
81,Salada italiana,9,Acompanhamento
81,Cenoura ralada,50,Acompanhamento
81,Nabo ralado,22,Acompanhamento
81,Brócolis conserva,20,Acompanhamento
81,Abóbora soutê,42,Acompanhamento
81,Salada de tomate,33,Acompanhamento
81,Creme de tapioca *glúten*lactose,61,Sobremesa
82,Picadinho suíno,748,Carne
82,Dobradinha,297,Carne
82,Acelga,9,Acompanhamento
82,Beterraba ralada,11,Acompanhamento
82,Salada de repolho,6,Acompanhamento
82,Polenta cremosa,136,Acompanhamento
82,Salada multicor,8,Acompanhamento
82,Ovo,141,Acompanhamento
82,Pepino salada com casca,4,Acompanhamento
82,Brócolis conserva,20,Acompanhamento
82,Manjar de coco com calda de mirtilos *lactose,119,Sobremesa
83,Tilápia ao molho de tomate,277,Carne
83,Bife à cigana,266,Carne
83,Mandioquinha com manjericão,101,Acompanhamento
83,Chucrute conserva,26,Acompanhamento
83,Omelete com tomate,78,Acompanhamento
83,Beterraba ralada,11,Acompanhamento
83,Abóbora soutê,42,Acompanhamento
83,Ovo,141,Acompanhamento
83,Agrião,8,Acompanhamento
83,Legumes refogados com alecrim,76,Acompanhamento
83,Gelatina,57,Sobremesa
84,Filezinho de frango ao molho rosê *glúten*lactose,218,Carne
84,Dobradinha,297,Carne
84,Beterraba cubada,50,Acompanhamento
84,Salada de cenoura cozida,38,Acompanhamento
84,Vinagrete simples,8,Acompanhamento
84,Vagem soutê,82,Acompanhamento
84,Alface,5,Acompanhamento
84,Abóbora soutê,42,Acompanhamento
84,Salada italiana,9,Acompanhamento
84,Chucrute conserva,26,Acompanhamento
84,Pudim brigadeiro *lactose,172,Sobremesa
85,Dobradinha,297,Carne
85,Frango na cerveja *glúten,303,Carne
85,Agrião,8,Acompanhamento
85,Salada de cenoura cozida,38,Acompanhamento
85,Beterraba ralada,11,Acompanhamento
85,Macarrão integral à mineira *glúten,241,Acompanhamento
85,Alface,5,Acompanhamento
85,Salada japonesa,33,Acompanhamento
85,Brócolis conserva,20,Acompanhamento
85,Creme de tapioca *glúten*lactose,61,Sobremesa
86,Frango assado,267,Carne
86,Bife ao molho escuro,330,Carne
86,Rúcula com semente de girassol,40,Acompanhamento
86,Salada italiana,9,Acompanhamento
86,Agrião,8,Acompanhamento
86,Alface,5,Acompanhamento
86,Batata palha,320,Acompanhamento
86,Vagem soutê,82,Acompanhamento
86,Gelatina,57,Sobremesa
87,Frango na cerveja *glúten,303,Carne
87,Bife à cigana,266,Carne
87,Alface,5,Acompanhamento
87,Agrião,8,Acompanhamento
87,Salada marroquina,13,Acompanhamento
87,Batata palha,320,Acompanhamento
87,Polenta cremosa,136,Acompanhamento
87,Pimentão colorido,27,Acompanhamento
87,Salada italiana,9,Acompanhamento
87,Alface,5,Acompanhamento
87,Manjar de coco com calda de mirtilos *lactose,119,Sobremesa
88,Filezinho de frango ao molho rosê *glúten*lactose,218,Carne
88,Frango assado,267,Carne
88,Batata palha,320,Acompanhamento
88,Salada de tomate,33,Acompanhamento
88,Salada verão,6,Acompanhamento
88,Polenta cremosa,136,Acompanhamento
88,Alface,5,Acompanhamento
88,Vagem soutê,82,Acompanhamento
88,Beterraba cubada,50,Acompanhamento
88,Macarrão integral à mineira *glúten,241,Acompanhamento
88,Creme de tapioca *glúten*lactose,61,Sobremesa
89,Bife ao molho escuro,330,Carne
89,Filezinho de frango ao molho rosê *glúten*lactose,218,Carne
89,Chuchu refogado,18,Acompanhamento
89,Acelga,9,Acompanhamento
89,Pimentão colorido,27,Acompanhamento
89,Nabo ralado,22,Acompanhamento
89,Mandioquinha com manjericão,101,Acompanhamento
89,Vagem soutê,82,Acompanhamento
89,Barra de cereal *glúten*lactose,110,Sobremesa
90,Frango assado,267,Carne
90,Bife de frango acebolado,257,Carne
90,Vagem conserva,147,Acompanhamento
90,Salada marroquina,13,Acompanhamento
90,Nabo ralado,22,Acompanhamento
90,Vagem soutê,82,Acompanhamento
90,Brócolis conserva,20,Acompanhamento
90,Torta de aipim *lactose,171,Acompanhamento
90,Salada de cenoura cozida,38,Acompanhamento
90,Pudim brigadeiro *lactose,172,Sobremesa
91,Filezinho de frango ao molho rosê *glúten*lactose,218,Carne
91,Bife ao molho escuro,330,Carne
91,Alface,5,Acompanhamento
91,Alface,5,Acompanhamento
91,Polenta cremosa,136,Acompanhamento
91,Legumes refogados com alecrim,76,Acompanhamento
91,Salada japonesa,33,Acompanhamento
91,Macarrão integral à mineira *glúten,241,Acompanhamento
91,Acelga,9,Acompanhamento
91,Refogado de espinafre com repolho e cenoura,32,Acompanhamento
91,Barra de cereal *glúten*lactose,110,Sobremesa
92,Filezinho de frango ao molho rosê *glúten*lactose,218,Carne
92,Frango na cerveja *glúten,303,Carne
92,Salada italiana,9,Acompanhamento
92,Refogado de espinafre com repolho e cenoura,32,Acompanhamento
92,Agrião,8,Acompanhamento
92,Salada multicor,8,Acompanhamento
92,Pimentão colorido,27,Acompanhamento
92,Chucrute conserva,26,Acompanhamento
92,Nabo ralado,22,Acompanhamento
92,Pudim brigadeiro *lactose,172,Sobremesa
93,Bife de frango acebolado,257,Carne
93,Picadinho suíno,748,Carne
93,Salada japonesa,33,Acompanhamento
93,Macarrão integral à mineira *glúten,241,Acompanhamento
93,Almeirão,6,Acompanhamento
93,Salada de tomate,33,Acompanhamento
93,Polenta cremosa,136,Acompanhamento
93,Chucrute conserva,26,Acompanhamento
93,Agrião,8,Acompanhamento
93,Acelga,9,Acompanhamento
93,Creme de tapioca *glúten*lactose,61,Sobremesa
94,Frango assado,267,Carne
94,Lombo suíno com molho barbecue,374,Carne
94,Alface,5,Acompanhamento
94,Polenta cremosa,136,Acompanhamento
94,Macarrão integral à mineira *glúten,241,Acompanhamento
94,Vagem conserva,147,Acompanhamento
94,Torta de aipim *lactose,171,Acompanhamento
94,Cenoura ralada,50,Acompanhamento
94,Vinagrete simples,8,Acompanhamento
94,Alface,5,Acompanhamento
94,Manjar de coco com calda de mirtilos *lactose,119,Sobremesa
95,Frango assado,267,Carne
95,Bife ao molho escuro,330,Carne
95,Pimentão colorido,27,Acompanhamento
95,Chucrute conserva,26,Acompanhamento
95,Ovo,141,Acompanhamento
95,Abóbora soutê,42,Acompanhamento
95,Omelete com tomate,78,Acompanhamento
95,Vagem conserva,147,Acompanhamento
95,Acelga,9,Acompanhamento
95,Creme de tapioca *glúten*lactose,61,Sobremesa
96,Bife ao molho escuro,330,Carne
96,Filezinho de frango ao molho rosê *glúten*lactose,218,Carne
96,Chucrute conserva,26,Acompanhamento
96,Alface,5,Acompanhamento
96,Pimentão colorido,27,Acompanhamento
96,Rúcula com semente de girassol,40,Acompanhamento
96,Abóbora soutê,42,Acompanhamento
96,Salada japonesa,33,Acompanhamento
96,Vagem conserva,147,Acompanhamento
96,Manjar de coco com calda de mirtilos *lactose,119,Sobremesa
97,Bife de frango acebolado,257,Carne
97,Frango na cerveja *glúten,303,Carne
97,Chucrute conserva,26,Acompanhamento
97,Salada de cenoura cozida,38,Acompanhamento
97,Agrião,8,Acompanhamento
97,Refogado de espinafre com repolho e cenoura,32,Acompanhamento
97,Almeirão,6,Acompanhamento
97,Rúcula com semente de girassol,40,Acompanhamento
97,Batata palha,320,Acompanhamento
97,Salada marroquina,13,Acompanhamento
97,Gelatina,57,Sobremesa
98,Lombo suíno com molho barbecue,374,Carne
98,Frango assado,267,Carne
98,Abóbora soutê,42,Acompanhamento
98,Chuchu refogado,18,Acompanhamento
98,Refogado de espinafre com repolho e cenoura,32,Acompanhamento
98,Beterraba ralada,11,Acompanhamento
98,Salada multicor,8,Acompanhamento
98,Pepino salada com casca,4,Acompanhamento
98,Salada marroquina,13,Acompanhamento
98,Gelatina,57,Sobremesa
99,Tilápia ao molho de tomate,277,Carne
99,Frango na cerveja *glúten,303,Carne
99,Torta de aipim *lactose,171,Acompanhamento
99,Pimentão colorido,27,Acompanhamento
99,Nabo ralado,22,Acompanhamento
99,Chucrute conserva,26,Acompanhamento
99,Almeirão,6,Acompanhamento
99,Salada multicor,8,Acompanhamento
99,Salada verão,6,Acompanhamento
99,Creme de tapioca *glúten*lactose,61,Sobremesa
